,name,price,location,rating,cancelation,specifications,link
218,Helvetia (Heinemann) 4 Bett Wohnung,"$2,260","Lauterbrunnen, Cantón de Berna",empty,Muy solicitado,75 m² Apartamento ∙ 3 habitaciones ∙ 4 personas,/rental/ceb28237fca1b54f5b65f297cbde1afa?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A02%2B02%3A00&id=e0f60ed16a112d38&directId=ceb28237fca1b54f5b65f297cbde1afa&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956802&clickId=KT2GM8MYP35SZZXL&sT=withDates&pCon=2386.988982008%7CUSD%7C2021-06-01%7C13%7C2%7C1616956802%7C0%7C0%7C1616956802%7C2%7C0%7C0&prodName=JM&prodSource=Search
219,"Gran oferta: Senderismo, esquí, tren de suspensión, trineo, parque de escalada y aduanas...","$1,023","Urnäsch, Appenzell Rodas Exteriores",empty,Cancelación gratuita,40 m² Apartamento ∙ 2 personas,/rental/56a0b2f7d0decd22a4c95f4fd777138a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
220,Chalet acogedor en Meiggerli Con Jardín,"$1,099","Saas-Balen, Cantón del Valais",empty,empty,29 m² Casa ∙ 1 habitación ∙ 4 personas,/rental/7bc0bf885372d8e33de3d17c55a23e99?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A02%2B02%3A00&id=match545c4c4fa7db0&directId=7bc0bf885372d8e33de3d17c55a23e99&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956802&clickId=7H3QF4YCDGQXGMZF&sT=withDates&pCon=1248.3948246545%7CUSD%7C2021-06-01%7C13%7C2%7C1616956802%7C0%7C0%7C1616956802%7C2%7C0%7C0&prodName=JM&prodSource=Search
221,"Top chalet en una zona tranquila del centro de Zermatt, con vistas al Matterhorn","$3,874","Zermatt, Cantón del Valais",empty,Cancelación gratuita,55 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/9abde37f7567870078854aad29c67919?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
222,Casa alle Vigne Apt. 101,"$1,442","Ascona, Cantón del Tesino",empty,Muy solicitado,50 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/1ee17a6c3917237c7c89d94bb61d8bf7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A02%2B02%3A00&id=match568ce4e961a4a&directId=1ee17a6c3917237c7c89d94bb61d8bf7&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956802&clickId=SF48KGRCNTWKFKVZ&sT=withDates&pCon=1666.0395280438%7CUSD%7C2021-06-01%7C13%7C2%7C1616956802%7C0%7C0%7C1616956802%7C2%7C0%7C0&prodName=JM&prodSource=Search
223,Apartamento Il Parco,"$2,124","Lugano, Cantón del Tesino",empty,Piscina,100 m² Apartamento ∙ 2 habitaciones ∙ 6 personas,/rental/b924ea6066ec3260a200c8344a506237?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A02%2B02%3A00&id=32e21f4bafb52177&directId=b924ea6066ec3260a200c8344a506237&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956802&clickId=CMCFY4D2LF57LSCL&sT=withDates&pCon=2124%7CUSD%7C2021-06-01%7C13%7C2%7C1616956802%7C0%7C0%7C1616956802%7C2%7C0%7C0&prodName=JM&prodSource=Search
224,Apartment 401,"$1,221","Bergün/Bravuogn, Grisones",empty,Cancelación gratuita,21 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/7f231b1eebd9276bdbffbf83aeb0206f?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
225,Bettmeralp - Chalet Ambiente B11 - 2/4 personas -,"$2,153","Bettmeralp, Cantón del Valais",empty,Cancelación gratuita,50 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/9f01649bb333c6694ee99ae0e6110cd7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
226,Chalet Bosbes,"$1,952","Reckingen-Gluringen, Cantón del Valais",empty,Piscina,70 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/c1bc6d1ef363ec2fd841f57a85efa20a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
227,Ferienwohnung im Grünen,"$1,397","Grindelwald, Cantón de Berna",empty,empty,60 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/match56e19024a9f54?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
228,"Vista de ensueño en Falera, balcón orientado al sur, lleno de sol","$1,461","Falera, Grisones",empty,Cancelación gratuita,68 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/8a122b6f9d666fcc7eda77e0a9ec7c76?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
229,"Newly built, very nice villa with vacation apartment on the groundfloor.","$2,086","Pontresina, Grisones",empty,Cancelación gratuita,85 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/901ef1b8419a8a1677d73a62b7497c85?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
230,Maiensäss Lenzerheide,"$5,714","Lantsch/Lenz, Grisones",empty,Cancelación gratuita,120 m² Casa ∙ 2 habitaciones ∙ 5 personas,/rental/43dff4363e01ef5213bcea206f13c349?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
231,"Muy moderno, decorado en el Alpenchic locales, amueblado apartamento de 3 habitaciones con großzüg","$3,078","Silvaplana, Grisones",empty,Cancelación gratuita,83 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/311a8976782ac48e9c86263cf4e1039e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
232,Apartamento Chalet Bärgsunna,"$2,349","Grindelwald, Cantón de Berna",empty,empty,60 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/9e1acbdb60323b1d8a04882e9da07cab?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A05%2B02%3A00&id=match53e342b403062&directId=9e1acbdb60323b1d8a04882e9da07cab&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956805&clickId=9SMR7HRKWLQWHVB2&sT=withDates&pCon=2348.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956805%7C0%7C0%7C1616956805%7C2%7C0%7C0&prodName=JM&prodSource=Search
233,Apartamento panorámico con piscina.,"$1,960","Gersau, Schwyz",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/264c44717e6a6cfff8c3774870f7265d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
234,Vida espaciosa y tranquila en el centro de St. Moritz-Bad,"$1,043","Sankt Moritz, Grisones",empty,Cancelación gratuita,35 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/73ed441473441811bd1b5f8f27df96db?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
235,Vida espaciosa y tranquila en el centro de St. Moritz-Bad,"$1,498","Sankt Moritz, Grisones",empty,Cancelación gratuita,75 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/9ea27e39d793df6fdbe88e14e92f51fd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
236,Chalet zer Tanna en Bürchen,"$1,845","Bürchen, Cantón del Valais",empty,Cancelación gratuita,Casa ∙ 2 habitaciones ∙ 5 personas,/rental/5b1fad22ad324267bb114e9914298746?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
237,Cómodo apartamento bien terminado con vistas al valle - Engadina / Celerina,"$2,767","Celerina/Schlarigna, Grisones",empty,Cancelación gratuita,80 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/56e2779824be5d0593244cb080bb62c8?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
238,Apartment In Center Of Davos,"$1,736","Davos, Grisones",empty,Cancelación gratuita,65 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/match55dd81311d5a1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
239,"Casa de vacaciones Waldhüsli en Grindelwald - 4 personas, 2 dormitorios","$2,448","Grindelwald, Cantón de Berna",empty,empty,50 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/54d9927ecdd3791adb8edf7f2a94a2ba?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A07%2B02%3A00&id=1af261922ed1b588&directId=54d9927ecdd3791adb8edf7f2a94a2ba&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956807&clickId=9LG8L948XKWXSH49&sT=withDates&pCon=2448%7CUSD%7C2021-06-01%7C13%7C2%7C1616956807%7C0%7C0%7C1616956807%7C2%7C0%7C0&prodName=JM&prodSource=Search
240,Haus Azalea,"$1,744","Davos, Grisones",empty,Cancelación gratuita,65 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/match56e182ff24dd2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
241,Cà du Papa 2,"$1,830","Intragna, Cantón del Tesino",empty,Muy solicitado,90 m² Casa ∙ 2 habitaciones ∙ 6 personas,/rental/291426fdb65014a9e32c83a66a29757d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A08%2B02%3A00&id=match56b865424c51c&directId=291426fdb65014a9e32c83a66a29757d&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956808&clickId=BZZ1HVBNLQVM60JZ&sT=withDates&pCon=1919.2093893084%7CUSD%7C2021-06-01%7C13%7C2%7C1616956808%7C0%7C0%7C1616956808%7C2%7C0%7C0&prodName=JM&prodSource=Search
242,"Ferienwohnung in Caslano, Tessin","$1,215","Caslano, Cantón del Tesino",empty,Muy solicitado,32 m² Apartamento ∙ 1 habitación ∙ 3 personas,/rental/009e5906aebd9f56fcf66713901f325d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A08%2B02%3A00&id=a58e3bf24cddd88f&directId=009e5906aebd9f56fcf66713901f325d&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956808&clickId=JDKVPN3J42TKPGR6&sT=withDates&pCon=1333.6124640653%7CUSD%7C2021-06-01%7C13%7C2%7C1616956808%7C0%7C0%7C1616956808%7C2%7C0%7C0&prodName=JM&prodSource=Search
243,Apartamento Riederalp 1.5 habitaciones,$923,"Riederalp, Cantón del Valais",empty,Cancelación gratuita,40 m² Apartamento ∙ 4 personas,/rental/a2fe4db25ab01888a457c08d62562714?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
244," Casita La Riva, Lenzerheide","$1,026","Vaz/Obervaz, Grisones",empty,Cancelación gratuita,53 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/99bdad6a22868de02007bfd76c79c2ca?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
245,"Laax 11/2 Zi. Whg. 180m. z. telesilla o. Servicio de traslado, piscina cubierta, sauna y solarium",$840,"Laax, Grisones",empty,Piscina,33 m² Apartamento ∙ 1 habitación ∙ 3 personas,/rental/b89f699fec62227ecd2e4d286190a5b8?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
246,Chesa Truog Burdun DW,"$1,138","La Punt-Chamues-ch, Grisones",empty,Muy solicitado,57 m² Apartamento ∙ 2 habitaciones ∙ 6 personas,/rental/2a9bf8c5f790be2cf5825ac6c90710d4?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A09%2B02%3A00&id=f96a9ad26f149cdb&directId=2a9bf8c5f790be2cf5825ac6c90710d4&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956809&clickId=HMLMG3QQ7RXY3LNT&sT=withDates&pCon=1385.2870159938%7CUSD%7C2021-06-01%7C13%7C2%7C1616956809%7C0%7C0%7C1616956809%7C2%7C0%7C0&prodName=JM&prodSource=Search
247,Apartment Guttannen DG,"$1,830","Guttannen, Cantón de Berna",empty,Muy solicitado,Apartamento ∙ 3 habitaciones ∙ 6 personas,/rental/5f0c1037e2c0cf388c82fe7282d873cb?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A09%2B02%3A00&id=c35ae1b3e5095d64&directId=5f0c1037e2c0cf388c82fe7282d873cb&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956809&clickId=347L54QWM5JD2X1P&sT=withDates&pCon=2229.1183861444%7CUSD%7C2021-06-01%7C13%7C2%7C1616956809%7C0%7C0%7C1616956809%7C2%7C0%7C0&prodName=JM&prodSource=Search
248,Appartement au calme JARDIN et vue  DENT BLANCHE,$861,"Evolène, Cantón del Valais",empty,Cancelación gratuita,Apartamento ∙ 1 habitación ∙ 2 personas,/rental/32f5feff919236313709011a7d4039af?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
249,Apartamento Casa Strecce - App. 2,"$1,664","Vergeletto, Cantón del Tesino",empty,empty,Apartamento ∙ 3 habitaciones ∙ 5 personas,/rental/021003323f50c183e46da496269e4563?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A10%2B02%3A00&id=match53e34effafcca&directId=021003323f50c183e46da496269e4563&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956810&clickId=PL8FQY5JZSPPS3ZR&sT=withDates&pCon=1663.2%7CUSD%7C2021-06-01%7C13%7C2%7C1616956810%7C0%7C0%7C1616956810%7C2%7C0%7C0&prodName=JM&prodSource=Search
250,Apartamento moderno en diseño escandinavo,"$1,230","Disentis/Mustér, Grisones",empty,Cancelación gratuita,Apartamento ∙ 1 habitación ∙ 2 personas,/rental/bd4e6fea89a2473d354f75c808e9b7b2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
251,"Loft en Walserhaus, balcón, zona sin obstáculos","$1,538","Davos, Grisones",empty,Cancelación gratuita,50 m² Apartamento ∙ 2 habitaciones ∙ 3 personas,/rental/ce6045e1db9eb2663dedf13538ace900?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
252,Aletsch Arena Ferienhaus Turmalin,"$2,768","Fiesch, Cantón del Valais",empty,empty,18 m² Apartamento ∙ 3 habitaciones ∙ 5 personas,/rental/28ed0ba05915dc9e4def3f836acebcf7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
253,Apartamento de esquí de 2 dormitorios junto a las pistas y remontes,"$1,650","Grimentz, Cantón del Valais",empty,Cancelación gratuita,70 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/acb00f00c1c4fe02a817626a754e6bda?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
254,Espaciosa residencia de vacaciones muy confortable con fantásticas vistas.,"$1,564","Sankt Moritz, Grisones",empty,Cancelación gratuita,110 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/51c8f4ae61dacba88a40a4a7be6607cb?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
255,"Apartamento Arnika 2 en Lenk - 5 personas, 2 dormitorios","$1,820","Lenk im Simmental, Cantón de Berna",empty,empty,Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/76a3e6546d39c55c20536b689b5efcfc?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A12%2B02%3A00&id=match53e347ea1ecea&directId=76a3e6546d39c55c20536b689b5efcfc&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956812&clickId=3V4QTPY258D7589G&sT=withDates&pCon=1819.2%7CUSD%7C2021-06-01%7C13%7C2%7C1616956812%7C0%7C0%7C1616956812%7C2%7C0%7C0&prodName=JM&prodSource=Search
256,Amplio apartamento dúplex de 2 dormitorios en el 1er.,"$1,561","Sils im Engadin/Segl, Grisones",empty,Cancelación gratuita,45 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/3f364b8c39bef98284d261dc55f9e1fc?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
257,Apartment Lucina 2.5 - GriwaRent AG,"$2,140","Grindelwald, Cantón de Berna",empty,empty,65 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/match56d9847cb7310?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
258,Chesa Fuolla Rosa - Celerina,"$1,689","Celerina/Schlarigna, Grisones",empty,empty,80 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/78cbf17f634073ca3e4f1166845bf436?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
259,"Luminoso y cálido ático de 3,5 habitaciones en el corazón de los Alpes del Valais","$1,632","Chandolin, Cantón del Valais",empty,Cancelación gratuita,63 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/8bc52afa4574297a36831b61b86e19ab?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
260,Este encantador apartamento cumple con el estilo de vida de montaña de hoy.,"$2,687","Sankt Moritz, Grisones",empty,Cancelación gratuita,120 m² Apartamento ∙ 3 habitaciones ∙ 6 personas,/rental/1eb09d4fc660a169875a1902fc34ac68?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
261," Apartamento Parc Anemona, Lenzerheide",$874,"Vaz/Obervaz, Grisones",empty,Cancelación gratuita,50 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/5481bef6ff4bdb9c28773262a3214ffb?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
262,"Apartamento Ferienwohnung Tola en St. Antönien - 5 personas, 2 dormitorios","$1,653","Sankt Antönien, Grisones",empty,empty,55 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/b6806e8efa5dc21fcef12461356922a1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A14%2B02%3A00&id=match54a18aaf4147f&directId=b6806e8efa5dc21fcef12461356922a1&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956814&clickId=1G1TCH1TBGNFSRQJ&sT=withDates&pCon=1652.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956814%7C0%7C0%7C1616956814%7C2%7C0%7C0&prodName=JM&prodSource=Search
263,"Apartamento de 1 1/2 habitación, espléndida vista, a 2 minutos a pie de la góndola.",$865,"Nendaz, Cantón del Valais",empty,Cancelación gratuita,30 m² Apartamento ∙ 3 personas,/rental/23cce2eaf2c9bb03a3052b6d74ce0db1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
264,Apartamento ático en el corazón de los Alpes suizos,"$1,560","Dallenwil, Nidwalden",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/bd9b6bb2512bd7913fd0c35924824973?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
265,4 personas Apartamento en haus Konkordia - Riederalp,$923,"Riederalp, Cantón del Valais",empty,empty,64 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/bf45744745cde05d0121164d79532885?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
266,3 1/2 Zimmer Maisonett Wohnung,"$2,541","Davos, Grisones",empty,Muy solicitado,75 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/a90392bd53bfe866e6d2fefdc00562bb?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A15%2B02%3A00&id=18d7c8eee16207e5&directId=a90392bd53bfe866e6d2fefdc00562bb&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956815&clickId=62F6PBF1DVDT33CP&sT=withDates&pCon=2704.2776813167%7CUSD%7C2021-06-01%7C13%7C2%7C1616956815%7C0%7C0%7C1616956815%7C2%7C0%7C0&prodName=JM&prodSource=Search
267,"3 1/2 Zimmer-Wohnung in Salouf, oberhalb Savognin",$846,"Surses, Grisones",empty,Muy solicitado,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/d0b811728f4726a77327fa2a3bf3c9b5?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A15%2B02%3A00&id=807d5afdbc1488c9&directId=d0b811728f4726a77327fa2a3bf3c9b5&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956815&clickId=28JJ8Q52NTC5VY6W&sT=withDates&pCon=1007.2727267333%7CUSD%7C2021-06-01%7C13%7C2%7C1616956815%7C0%7C0%7C1616956815%7C2%7C0%7C0&prodName=JM&prodSource=Search
268,Saas Fee - Apartamento espacioso chalet con vistas excepcionales y una ubicación tranquila.,"$2,062","Saas-Fee, Cantón del Valais",empty,empty,75 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/4c138b6fc2d3b658fdac9810b4c88456?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
269,Cozy apartment in best location,"$1,270","Celerina/Schlarigna, Grisones",empty,Cancelación gratuita,55 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/d645a163666f81dd395aca742224fee7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
270,"Típico chalet Oberland bernés con un gran jardín, para 4-5 personas.",$955,"Adelboden, Cantón de Berna",empty,Cancelación gratuita,50 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/78463d2bdabad08b00e3f6aa924dd1a7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
271,"Saint Jean / Grimentz, apartamento de 2 dormitorios, Valais, Anniviers, estación de pase mágico",$923,"Grimentz, Cantón del Valais",empty,Cancelación gratuita,50 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/a345e22fb313f4f0855eab1cab77b86a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
272,Le Petit Capricornus,"$1,518","Troistorrents, Cantón del Valais",empty,Cancelación gratuita,50 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/a511d1224bf002efc2cdbf9fe9e6eb40?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
273,Acogedor 4 1/2 habitaciones Apartamento en Arosa con un alto nivel,"$1,496","Arosa, Grisones",empty,Cancelación gratuita,85 m² Apartamento ∙ 3 habitaciones ∙ 5 personas,/rental/d21a1982b9a34692f4f25d6f25acc06c?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
274,Apartamento 7.5 Alpine Village Lauchernalp,"$1,461","Wiler (Lötschen), Cantón del Valais",empty,Cancelación gratuita,58 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/970c3c41dd9b92f3a414c1300478c1fd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
